,,-,Vehicle
,,Northbound,Southbound,
,,L,Total,L,R,Total,Vehicle Total
11/27/2020,5:30 PM,38,38,0,0,0,38
11/27/2020,5:45 PM,35,35,0,0,0,35
11/27/2020,6:00 PM,37,37,0,0,0,37
11/27/2020,6:15 PM,32,32,0,0,0,32
11/27/2020,6:30 PM,34,34,0,0,0,34
11/27/2020,6:45 PM,41,41,0,0,0,41
11/27/2020,7:00 PM,43,43,0,0,0,43
11/27/2020,7:15 PM,32,32,0,0,0,32
11/27/2020,7:30 PM,35,35,0,0,0,35
11/27/2020,7:45 PM,36,36,0,0,0,36
11/27/2020,8:00 PM,35,35,0,0,0,35
11/27/2020,8:15 PM,34,34,0,0,0,34
11/27/2020,8:30 PM,30,30,0,0,0,30
11/27/2020,8:45 PM,32,32,0,0,0,32
11/27/2020,9:00 PM,33,33,0,0,0,33
11/27/2020,9:15 PM,27,27,0,0,0,27
11/27/2020,9:30 PM,32,32,0,0,0,32
11/27/2020,9:45 PM,29,29,0,0,0,29
11/27/2020,10:00 PM,25,25,0,0,0,25
11/27/2020,10:15 PM,26,26,0,0,0,26
11/27/2020,10:30 PM,26,26,0,0,0,26
11/27/2020,10:45 PM,21,21,0,0,0,21
11/27/2020,11:00 PM,24,24,0,0,0,24
11/27/2020,11:15 PM,18,18,0,0,0,18
11/27/2020,11:30 PM,15,15,0,0,0,15
11/27/2020,11:45 PM,19,19,0,0,0,19
11/28/2020,12:00 AM,17,17,0,0,0,17
11/28/2020,12:15 AM,21,21,0,0,0,21
11/28/2020,12:30 AM,13,13,0,0,0,13
11/28/2020,12:45 AM,14,14,0,0,0,14
11/28/2020,1:00 AM,15,15,0,0,0,15
11/28/2020,1:15 AM,9,9,0,0,0,9
11/28/2020,1:30 AM,12,12,0,0,0,12
11/28/2020,1:45 AM,14,14,0,0,0,14
11/28/2020,2:00 AM,4,4,0,0,0,4
11/28/2020,2:15 AM,9,9,0,0,0,9
11/28/2020,2:30 AM,16,16,0,0,0,16
11/28/2020,2:45 AM,8,8,0,0,0,8
11/28/2020,3:00 AM,5,5,0,0,0,5
11/28/2020,3:15 AM,6,6,0,0,0,6
11/28/2020,3:30 AM,7,7,0,0,0,7
11/28/2020,3:45 AM,7,7,0,0,0,7
11/28/2020,4:00 AM,5,5,0,0,0,5
11/28/2020,4:15 AM,9,9,0,0,0,9
11/28/2020,4:30 AM,10,10,0,0,0,10
11/28/2020,4:45 AM,3,3,0,0,0,3
11/28/2020,5:00 AM,6,6,0,0,0,6
11/28/2020,5:15 AM,13,13,0,0,0,13
11/28/2020,5:30 AM,7,7,0,0,0,7
11/28/2020,5:45 AM,9,9,0,0,0,9
11/28/2020,6:00 AM,11,11,0,0,0,11
11/28/2020,6:15 AM,16,16,0,0,0,16
11/28/2020,6:30 AM,18,18,0,0,0,18
11/28/2020,6:45 AM,14,14,0,0,0,14
11/28/2020,7:00 AM,46,46,0,0,0,46
11/28/2020,7:15 AM,41,41,0,0,0,41
11/28/2020,7:30 AM,36,36,0,0,0,36
11/28/2020,7:45 AM,41,41,0,0,0,41
11/28/2020,8:00 AM,32,32,0,0,0,32
11/28/2020,8:15 AM,39,39,0,0,0,39
11/28/2020,8:30 AM,18,18,0,0,0,18
11/28/2020,8:45 AM,0,0,0,0,0,0
11/28/2020,9:00 AM,0,0,0,0,0,0
11/28/2020,9:15 AM,63,63,0,0,0,63
11/28/2020,9:30 AM,45,45,0,0,0,45
11/28/2020,9:45 AM,40,40,0,0,0,40
11/28/2020,10:00 AM,43,43,0,0,0,43
11/28/2020,10:15 AM,44,44,0,0,0,44
11/28/2020,10:30 AM,44,44,0,0,0,44
11/28/2020,10:45 AM,44,44,0,0,0,44
11/28/2020,11:00 AM,75,75,0,0,0,75
11/28/2020,11:15 AM,86,86,0,0,0,86
11/28/2020,11:30 AM,66,66,0,0,0,66
11/28/2020,11:45 AM,74,74,0,0,0,74
11/28/2020,12:00 PM,76,76,0,0,0,76
11/28/2020,12:15 PM,72,72,0,0,0,72
11/28/2020,12:30 PM,76,76,0,0,0,76
11/28/2020,12:45 PM,74,74,0,0,0,74
11/28/2020,1:00 PM,72,72,0,0,0,72
11/28/2020,1:15 PM,68,68,0,0,0,68
11/28/2020,1:30 PM,64,64,0,0,0,64
11/28/2020,1:45 PM,78,78,0,0,0,78
11/28/2020,2:00 PM,82,82,0,0,0,82
11/28/2020,2:15 PM,72,72,0,0,0,72
11/28/2020,2:30 PM,76,76,0,0,0,76
11/28/2020,2:45 PM,90,90,0,0,0,90
11/28/2020,3:00 PM,80,80,0,0,0,80
11/28/2020,3:15 PM,72,72,0,0,0,72
11/28/2020,3:30 PM,78,78,0,0,0,78
11/28/2020,3:45 PM,88,88,0,0,0,88
11/28/2020,4:00 PM,76,76,0,0,0,76
11/28/2020,4:15 PM,54,54,0,0,0,54
11/28/2020,4:30 PM,38,38,0,0,0,38
11/28/2020,4:45 PM,35,35,0,0,0,35
11/28/2020,5:00 PM,45,45,0,0,0,45
11/28/2020,5:15 PM,33,33,0,0,0,33
11/28/2020,5:30 PM,44,44,0,0,0,44
11/28/2020,5:45 PM,29,29,0,0,0,29
11/28/2020,6:00 PM,37,37,0,0,0,37
11/28/2020,6:15 PM,32,32,0,0,0,32
11/28/2020,6:30 PM,32,32,0,0,0,32
11/28/2020,6:45 PM,36,36,0,0,0,36
11/28/2020,7:00 PM,37,37,0,0,0,37
11/28/2020,7:15 PM,30,30,0,0,0,30
11/28/2020,7:30 PM,34,34,0,0,0,34
11/28/2020,7:45 PM,38,38,0,0,0,38
11/28/2020,8:00 PM,22,22,0,0,0,22
11/28/2020,8:15 PM,30,30,0,0,0,30
11/28/2020,8:30 PM,33,33,0,0,0,33
11/28/2020,8:45 PM,30,30,0,0,0,30
11/28/2020,9:00 PM,35,35,0,0,0,35
11/28/2020,9:15 PM,34,34,0,0,0,34
11/28/2020,9:30 PM,29,29,0,0,0,29
11/28/2020,9:45 PM,26,26,0,0,0,26
11/28/2020,10:00 PM,22,22,0,0,0,22
11/28/2020,10:15 PM,27,27,0,0,0,27
11/28/2020,10:30 PM,32,32,0,0,0,32
11/28/2020,10:45 PM,30,30,0,0,0,30
11/28/2020,11:00 PM,28,28,0,0,0,28
11/28/2020,11:15 PM,31,31,0,0,0,31
11/28/2020,11:30 PM,20,20,0,0,0,20
11/28/2020,11:45 PM,20,20,0,0,0,20
11/29/2020,12:00 AM,17,17,0,0,0,17
11/29/2020,12:15 AM,17,17,0,0,0,17
11/29/2020,12:30 AM,18,18,0,0,0,18
11/29/2020,12:45 AM,11,11,0,0,0,11
11/29/2020,1:00 AM,15,15,0,0,0,15
11/29/2020,1:15 AM,12,12,0,0,0,12
11/29/2020,1:30 AM,11,11,0,0,0,11
11/29/2020,1:45 AM,9,9,0,0,0,9
11/29/2020,2:00 AM,12,12,0,0,0,12
11/29/2020,2:15 AM,8,8,0,0,0,8
11/29/2020,2:30 AM,8,8,0,0,0,8
11/29/2020,2:45 AM,8,8,0,0,0,8
11/29/2020,3:00 AM,5,5,0,0,0,5
11/29/2020,3:15 AM,3,3,0,0,0,3
11/29/2020,3:30 AM,7,7,0,0,0,7
11/29/2020,3:45 AM,8,8,0,0,0,8
11/29/2020,4:00 AM,5,5,0,0,0,5
11/29/2020,4:15 AM,3,3,0,0,0,3
11/29/2020,4:30 AM,4,4,0,0,0,4
11/29/2020,4:45 AM,10,10,0,0,0,10
11/29/2020,5:00 AM,6,6,0,0,0,6
11/29/2020,5:15 AM,6,6,0,0,0,6
11/29/2020,5:30 AM,2,2,0,0,0,2
11/29/2020,5:45 AM,11,11,0,0,0,11
11/29/2020,6:00 AM,9,9,0,0,0,9
11/29/2020,6:15 AM,8,8,0,0,0,8
11/29/2020,6:30 AM,19,19,0,0,0,19
11/29/2020,6:45 AM,15,15,0,0,0,15
11/29/2020,7:00 AM,13,13,0,0,0,13
11/29/2020,7:15 AM,22,22,0,0,0,22
11/29/2020,7:30 AM,25,25,0,0,0,25
11/29/2020,7:45 AM,18,18,0,0,0,18
11/29/2020,8:00 AM,24,24,0,0,0,24
11/29/2020,8:15 AM,27,27,0,0,0,27
11/29/2020,8:30 AM,25,25,0,0,0,25
11/29/2020,8:45 AM,31,31,0,0,0,31
11/29/2020,9:00 AM,30,30,0,0,0,30
11/29/2020,9:15 AM,42,42,0,0,0,42
11/29/2020,9:30 AM,35,35,0,0,0,35
11/29/2020,9:45 AM,35,35,0,0,0,35
11/29/2020,10:00 AM,40,40,0,0,0,40
11/29/2020,10:15 AM,46,46,0,0,0,46
11/29/2020,10:30 AM,46,46,0,0,0,46
11/29/2020,10:45 AM,42,42,0,0,0,42
11/29/2020,11:00 AM,41,41,0,0,0,41
11/29/2020,11:15 AM,37,37,0,0,0,37
11/29/2020,11:30 AM,42,42,0,0,0,42
11/29/2020,11:45 AM,45,45,0,0,0,45
11/29/2020,12:00 PM,40,40,0,0,0,40
11/29/2020,12:15 PM,47,47,0,0,0,47
11/29/2020,12:30 PM,40,40,0,0,0,40
11/29/2020,12:45 PM,40,40,0,0,0,40
11/29/2020,1:00 PM,58,58,0,0,0,58
11/29/2020,1:15 PM,54,54,0,0,0,54
11/29/2020,1:30 PM,46,46,0,0,0,46
11/29/2020,1:45 PM,42,42,0,0,0,42
11/29/2020,2:00 PM,40,40,0,0,0,40
11/29/2020,2:15 PM,36,36,0,0,0,36
11/29/2020,2:30 PM,39,39,0,0,0,39
11/29/2020,2:45 PM,41,41,0,0,0,41
11/29/2020,3:00 PM,42,42,0,0,0,42
11/29/2020,3:15 PM,43,43,0,0,0,43
11/29/2020,3:30 PM,82,82,0,0,0,82
11/29/2020,3:45 PM,38,38,0,0,0,38
11/29/2020,4:00 PM,52,52,0,0,0,52
11/29/2020,4:15 PM,47,47,0,0,0,47
11/29/2020,4:30 PM,40,40,0,0,0,40
11/29/2020,4:45 PM,48,48,0,0,0,48
11/29/2020,5:00 PM,25,25,0,0,0,25
11/29/2020,5:15 PM,32,32,0,0,0,32
11/29/2020,5:30 PM,33,33,0,0,0,33
11/29/2020,5:45 PM,31,31,0,0,0,31
11/29/2020,6:00 PM,41,41,0,0,0,41
11/29/2020,6:15 PM,30,30,0,0,0,30
11/29/2020,6:30 PM,34,34,0,0,0,34
11/29/2020,6:45 PM,31,31,0,0,0,31
11/29/2020,7:00 PM,31,31,0,0,0,31
11/29/2020,7:15 PM,31,31,0,0,0,31
11/29/2020,7:30 PM,32,32,0,0,0,32
11/29/2020,7:45 PM,40,40,0,0,0,40
11/29/2020,8:00 PM,29,29,0,0,0,29
11/29/2020,8:15 PM,27,27,0,0,0,27
11/29/2020,8:30 PM,25,25,0,0,0,25
11/29/2020,8:45 PM,19,19,0,0,0,19
11/29/2020,9:00 PM,29,29,0,0,0,29
11/29/2020,9:15 PM,34,34,0,0,0,34
11/29/2020,9:30 PM,19,19,0,0,0,19
11/29/2020,9:45 PM,18,18,0,0,0,18
11/29/2020,10:00 PM,22,22,0,0,0,22
11/29/2020,10:15 PM,22,22,0,0,0,22
11/29/2020,10:30 PM,18,18,0,0,0,18
11/29/2020,10:45 PM,21,21,0,0,0,21
11/29/2020,11:00 PM,15,15,0,0,0,15
11/29/2020,11:15 PM,12,12,0,0,0,12
11/29/2020,11:30 PM,13,13,0,0,0,13
11/29/2020,11:45 PM,13,13,0,0,0,13
11/30/2020,12:00 AM,11,11,0,0,0,11
11/30/2020,12:15 AM,11,11,0,0,0,11
11/30/2020,12:30 AM,11,11,0,0,0,11
11/30/2020,12:45 AM,5,5,0,0,0,5
11/30/2020,1:00 AM,8,8,0,0,0,8
11/30/2020,1:15 AM,8,8,0,0,0,8
11/30/2020,1:30 AM,6,6,0,0,0,6
11/30/2020,1:45 AM,7,7,0,0,0,7
11/30/2020,2:00 AM,1,1,0,0,0,1
11/30/2020,2:15 AM,6,6,0,0,0,6
11/30/2020,2:30 AM,7,7,0,0,0,7
11/30/2020,2:45 AM,5,5,0,0,0,5
11/30/2020,3:00 AM,3,3,0,0,0,3
11/30/2020,3:15 AM,1,1,0,0,0,1
11/30/2020,3:30 AM,2,2,0,0,0,2
11/30/2020,3:45 AM,8,8,0,0,0,8
11/30/2020,4:00 AM,6,6,0,0,0,6
11/30/2020,4:15 AM,6,6,0,0,0,6
11/30/2020,4:30 AM,4,4,0,0,0,4
11/30/2020,4:45 AM,14,14,0,0,0,14
11/30/2020,5:00 AM,12,12,0,0,0,12
11/30/2020,5:15 AM,8,8,0,0,0,8
11/30/2020,5:30 AM,16,16,0,0,0,16
11/30/2020,5:45 AM,28,28,0,0,0,28
11/30/2020,6:00 AM,30,30,0,0,0,30
11/30/2020,6:15 AM,30,30,0,0,0,30
11/30/2020,6:30 AM,39,39,0,0,0,39
11/30/2020,6:45 AM,30,30,0,0,0,30
11/30/2020,7:00 AM,32,32,0,0,0,32
11/30/2020,7:15 AM,46,46,0,0,0,46
11/30/2020,7:30 AM,35,35,0,0,0,35
11/30/2020,7:45 AM,37,37,0,0,0,37
11/30/2020,8:00 AM,54,54,0,0,0,54
11/30/2020,8:15 AM,32,32,0,0,0,32
11/30/2020,8:30 AM,38,38,0,0,0,38
11/30/2020,8:45 AM,43,43,0,0,0,43
11/30/2020,9:00 AM,44,44,0,0,0,44
11/30/2020,9:15 AM,44,44,0,0,0,44
11/30/2020,9:30 AM,37,37,0,0,0,37
11/30/2020,9:45 AM,37,37,0,0,0,37
11/30/2020,10:00 AM,57,57,0,0,0,57
11/30/2020,10:15 AM,35,35,0,0,0,35
11/30/2020,10:30 AM,49,49,0,0,0,49
11/30/2020,10:45 AM,88,88,0,0,0,88
11/30/2020,11:00 AM,64,64,0,0,0,64
11/30/2020,11:15 AM,74,74,0,0,0,74
11/30/2020,11:30 AM,74,74,0,0,0,74
11/30/2020,11:45 AM,68,68,0,0,0,68
11/30/2020,12:00 PM,74,74,0,0,0,74
11/30/2020,12:15 PM,70,70,0,0,0,70
11/30/2020,12:30 PM,68,68,0,0,0,68
11/30/2020,12:45 PM,96,96,0,0,0,96
11/30/2020,1:00 PM,84,84,0,0,0,84
11/30/2020,1:15 PM,66,66,0,0,0,66
11/30/2020,1:30 PM,64,64,0,0,0,64
11/30/2020,1:45 PM,82,82,0,0,0,82
11/30/2020,2:00 PM,78,78,0,0,0,78
11/30/2020,2:15 PM,76,76,0,0,0,76
11/30/2020,2:30 PM,66,66,0,0,0,66
11/30/2020,2:45 PM,74,74,0,0,0,74
11/30/2020,3:00 PM,78,78,0,0,0,78
11/30/2020,3:15 PM,54,54,0,0,0,54
11/30/2020,3:30 PM,62,62,0,0,0,62
11/30/2020,3:45 PM,58,58,0,0,0,58
11/30/2020,4:00 PM,29,29,0,0,0,29
11/30/2020,4:15 PM,78,78,0,0,0,78
11/30/2020,4:30 PM,76,76,0,0,0,76
11/30/2020,4:45 PM,32,32,0,0,0,32
11/30/2020,5:00 PM,35,35,0,0,0,35
11/30/2020,5:15 PM,67,67,0,0,0,67
11/30/2020,5:30 PM,37,37,0,0,0,37
11/30/2020,5:45 PM,34,34,0,0,0,34
11/30/2020,6:00 PM,31,31,0,0,0,31
11/30/2020,6:15 PM,31,31,0,0,0,31
11/30/2020,6:30 PM,38,38,0,0,0,38
11/30/2020,6:45 PM,29,29,0,0,0,29
11/30/2020,7:00 PM,34,34,0,0,0,34
11/30/2020,7:15 PM,34,34,0,0,0,34
11/30/2020,7:30 PM,31,31,0,0,0,31
11/30/2020,7:45 PM,34,34,0,0,0,34
11/30/2020,8:00 PM,33,33,0,0,0,33
11/30/2020,8:15 PM,32,32,0,0,0,32
11/30/2020,8:30 PM,29,29,0,0,0,29
11/30/2020,8:45 PM,33,33,0,0,0,33
11/30/2020,9:00 PM,25,25,0,0,0,25
11/30/2020,9:15 PM,29,29,0,0,0,29
11/30/2020,9:30 PM,22,22,0,0,0,22
11/30/2020,9:45 PM,27,27,0,0,0,27
11/30/2020,10:00 PM,28,28,0,0,0,28
11/30/2020,10:15 PM,15,15,0,0,0,15
11/30/2020,10:30 PM,24,24,0,0,0,24
11/30/2020,10:45 PM,17,17,0,0,0,17
11/30/2020,11:00 PM,17,17,0,0,0,17
11/30/2020,11:15 PM,19,19,0,0,0,19
11/30/2020,11:30 PM,13,13,0,0,0,13
11/30/2020,11:45 PM,12,12,0,0,0,12
12/01/2020,12:00 AM,6,6,0,0,0,6
12/01/2020,12:15 AM,12,12,0,0,0,12
12/01/2020,12:30 AM,7,7,0,0,0,7
12/01/2020,12:45 AM,8,8,0,0,0,8
12/01/2020,1:00 AM,5,5,0,0,0,5
12/01/2020,1:15 AM,5,5,0,0,0,5
12/01/2020,1:30 AM,6,6,0,0,0,6
12/01/2020,1:45 AM,4,4,0,0,0,4
12/01/2020,2:00 AM,4,4,0,0,0,4
12/01/2020,2:15 AM,4,4,0,0,0,4
12/01/2020,2:30 AM,4,4,0,0,0,4
12/01/2020,2:45 AM,2,2,0,0,0,2
12/01/2020,3:00 AM,3,3,0,0,0,3
12/01/2020,3:15 AM,0,0,0,0,0,0
12/01/2020,3:30 AM,2,2,0,0,0,2
12/01/2020,3:45 AM,3,3,0,0,0,3
12/01/2020,4:00 AM,4,4,0,0,0,4
12/01/2020,4:15 AM,6,6,0,0,0,6
12/01/2020,4:30 AM,3,3,0,0,0,3
12/01/2020,4:45 AM,9,9,0,0,0,9
12/01/2020,5:00 AM,13,13,0,0,0,13
12/01/2020,5:15 AM,8,8,0,0,0,8
12/01/2020,5:30 AM,18,18,0,0,0,18
12/01/2020,5:45 AM,23,23,0,0,0,23
12/01/2020,6:00 AM,23,23,0,0,0,23
12/01/2020,6:15 AM,30,30,0,0,0,30
12/01/2020,6:30 AM,29,29,0,0,0,29
12/01/2020,6:45 AM,30,30,0,0,0,30
12/01/2020,7:00 AM,36,36,0,0,0,36
12/01/2020,7:15 AM,35,35,0,0,0,35
12/01/2020,7:30 AM,52,52,0,0,0,52
12/01/2020,7:45 AM,24,24,0,0,0,24
12/01/2020,8:00 AM,33,33,0,0,0,33
12/01/2020,8:15 AM,45,45,0,0,0,45
12/01/2020,8:30 AM,19,19,0,0,0,19
12/01/2020,8:45 AM,0,0,0,0,0,0
12/01/2020,9:00 AM,0,0,0,0,0,0
12/01/2020,9:15 AM,44,44,0,0,0,44
12/01/2020,9:30 AM,34,34,0,0,0,34
12/01/2020,9:45 AM,20,20,0,0,0,20
12/01/2020,10:00 AM,82,82,0,0,0,82
12/01/2020,10:15 AM,63,63,0,0,0,63
12/01/2020,10:30 AM,54,54,0,0,0,54
12/01/2020,10:45 AM,60,60,0,0,0,60
12/01/2020,11:00 AM,72,72,0,0,0,72
12/01/2020,11:15 AM,82,82,0,0,0,82
12/01/2020,11:30 AM,64,64,0,0,0,64
12/01/2020,11:45 AM,84,84,0,0,0,84
12/01/2020,12:00 PM,50,50,0,0,0,50
12/01/2020,12:15 PM,40,40,0,0,0,40
12/01/2020,12:30 PM,42,42,0,0,0,42
12/01/2020,12:45 PM,66,66,0,0,0,66
12/01/2020,1:00 PM,52,52,0,0,0,52
12/01/2020,1:15 PM,64,64,0,0,0,64
12/01/2020,1:30 PM,6,6,0,0,0,6
12/01/2020,1:45 PM,48,48,0,0,0,48
12/01/2020,2:00 PM,62,62,0,0,0,62
12/01/2020,2:15 PM,78,78,0,0,0,78
12/01/2020,2:30 PM,60,60,0,0,0,60
12/01/2020,2:45 PM,56,56,0,0,0,56
12/01/2020,3:00 PM,66,66,0,0,0,66
12/01/2020,3:15 PM,51,51,0,0,0,51
12/01/2020,3:30 PM,57,57,0,0,0,57
12/01/2020,3:45 PM,47,47,0,0,0,47
12/01/2020,4:00 PM,37,37,0,0,0,37
12/01/2020,4:15 PM,27,27,0,0,0,27
12/01/2020,4:30 PM,28,28,0,0,0,28
12/01/2020,4:45 PM,34,34,0,0,0,34
12/01/2020,5:00 PM,29,29,0,0,0,29
12/01/2020,5:15 PM,26,26,0,0,0,26
12/01/2020,5:30 PM,30,30,0,0,0,30
12/01/2020,5:45 PM,34,34,0,0,0,34
12/01/2020,6:00 PM,30,30,0,0,0,30
12/01/2020,6:15 PM,29,29,0,0,0,29
12/01/2020,6:30 PM,27,27,0,0,0,27
12/01/2020,6:45 PM,33,33,0,0,0,33
12/01/2020,7:00 PM,32,32,0,0,0,32
12/01/2020,7:15 PM,36,36,0,0,0,36
12/01/2020,7:30 PM,29,29,0,0,0,29
12/01/2020,7:45 PM,32,32,0,0,0,32
12/01/2020,8:00 PM,32,32,0,0,0,32
12/01/2020,8:15 PM,36,36,0,0,0,36
12/01/2020,8:30 PM,32,32,0,0,0,32
12/01/2020,8:45 PM,35,35,0,0,0,35
12/01/2020,9:00 PM,37,37,0,0,0,37
12/01/2020,9:15 PM,35,35,0,0,0,35
12/01/2020,9:30 PM,34,34,0,0,0,34
12/01/2020,9:45 PM,30,30,0,0,0,30
12/01/2020,10:00 PM,32,32,0,0,0,32
12/01/2020,10:15 PM,32,32,0,0,0,32
12/01/2020,10:30 PM,25,25,0,0,0,25
12/01/2020,10:45 PM,21,21,0,0,0,21
12/01/2020,11:00 PM,17,17,0,0,0,17
12/01/2020,11:15 PM,18,18,0,0,0,18
12/01/2020,11:30 PM,14,14,0,0,0,14
12/01/2020,11:45 PM,15,15,0,0,0,15
12/02/2020,12:00 AM,13,13,0,0,0,13
12/02/2020,12:15 AM,9,9,0,0,0,9
12/02/2020,12:30 AM,10,10,0,0,0,10
12/02/2020,12:45 AM,11,11,0,0,0,11
12/02/2020,1:00 AM,7,7,0,0,0,7
12/02/2020,1:15 AM,10,10,0,0,0,10
12/02/2020,1:30 AM,6,6,0,0,0,6
12/02/2020,1:45 AM,6,6,0,0,0,6
12/02/2020,2:00 AM,5,5,0,0,0,5
12/02/2020,2:15 AM,3,3,0,0,0,3
12/02/2020,2:30 AM,6,6,0,0,0,6
12/02/2020,2:45 AM,5,5,0,0,0,5
12/02/2020,3:00 AM,5,5,0,0,0,5
12/02/2020,3:15 AM,6,6,0,0,0,6
12/02/2020,3:30 AM,6,6,0,0,0,6
12/02/2020,3:45 AM,5,5,0,0,0,5
12/02/2020,4:00 AM,4,4,0,0,0,4
12/02/2020,4:15 AM,9,9,0,0,0,9
12/02/2020,4:30 AM,2,2,0,0,0,2
12/02/2020,4:45 AM,7,7,0,0,0,7
12/02/2020,5:00 AM,13,13,0,0,0,13
12/02/2020,5:15 AM,17,17,0,0,0,17
12/02/2020,5:30 AM,12,12,0,0,0,12
12/02/2020,5:45 AM,28,28,0,0,0,28
12/02/2020,6:00 AM,24,24,0,0,0,24
12/02/2020,6:15 AM,31,31,0,0,0,31
12/02/2020,6:30 AM,32,32,0,0,0,32
12/02/2020,6:45 AM,39,39,0,0,0,39
12/02/2020,7:00 AM,39,39,0,0,0,39
12/02/2020,7:15 AM,41,41,0,0,0,41
12/02/2020,7:30 AM,39,39,0,0,0,39
12/02/2020,7:45 AM,90,90,0,0,0,90
12/02/2020,8:00 AM,86,86,0,0,0,86
12/02/2020,8:15 AM,74,74,0,0,0,74
12/02/2020,8:30 AM,52,52,0,0,0,52
12/02/2020,8:45 AM,0,0,0,0,0,0
12/02/2020,9:00 AM,5,5,0,0,0,5
12/02/2020,9:15 AM,44,44,0,0,0,44
12/02/2020,9:30 AM,43,43,0,0,0,43
12/02/2020,9:45 AM,43,43,0,0,0,43
12/02/2020,10:00 AM,44,44,0,0,0,44
12/02/2020,10:15 AM,42,42,0,0,0,42
12/02/2020,10:30 AM,38,38,0,0,0,38
12/02/2020,10:45 AM,73,73,0,0,0,73
12/02/2020,11:00 AM,82,82,0,0,0,82
12/02/2020,11:15 AM,92,92,0,0,0,92
12/02/2020,11:30 AM,70,70,0,0,0,70
12/02/2020,11:45 AM,78,78,0,0,0,78
12/02/2020,12:00 PM,52,52,0,0,0,52
12/02/2020,12:15 PM,78,78,0,0,0,78
12/02/2020,12:30 PM,68,68,0,0,0,68
12/02/2020,12:45 PM,54,54,0,0,0,54
12/02/2020,1:00 PM,74,74,0,0,0,74
12/02/2020,1:15 PM,48,48,0,0,0,48
12/02/2020,1:30 PM,0,0,0,0,0,0
12/02/2020,1:45 PM,50,50,0,0,0,50
12/02/2020,2:00 PM,32,32,0,0,0,32
12/02/2020,2:15 PM,80,80,0,0,0,80
12/02/2020,2:30 PM,82,82,0,0,0,82
12/02/2020,2:45 PM,60,60,0,0,0,60
12/02/2020,3:00 PM,46,46,0,0,0,46
12/02/2020,3:15 PM,54,54,0,0,0,54
12/02/2020,3:30 PM,40,40,0,0,0,40
12/02/2020,3:45 PM,54,54,0,0,0,54
12/02/2020,4:00 PM,46,46,0,0,0,46
12/02/2020,4:15 PM,68,68,0,0,0,68
12/02/2020,4:30 PM,68,68,0,0,0,68
12/02/2020,4:45 PM,64,64,0,0,0,64
12/02/2020,5:00 PM,56,56,0,0,0,56
12/02/2020,5:15 PM,37,37,0,0,0,37
12/02/2020,5:30 PM,28,28,0,0,0,28
12/02/2020,5:45 PM,30,30,0,0,0,30
12/02/2020,6:00 PM,29,29,0,0,0,29
12/02/2020,6:15 PM,28,28,0,0,0,28
12/02/2020,6:30 PM,34,34,0,0,0,34
12/02/2020,6:45 PM,34,34,0,0,0,34
12/02/2020,7:00 PM,29,29,0,0,0,29
12/02/2020,7:15 PM,34,34,0,0,0,34
12/02/2020,7:30 PM,38,38,0,0,0,38
12/02/2020,7:45 PM,30,30,0,0,0,30
12/02/2020,8:00 PM,28,28,0,0,0,28
12/02/2020,8:15 PM,36,36,0,0,0,36
12/02/2020,8:30 PM,33,33,0,0,0,33
12/02/2020,8:45 PM,36,36,0,0,0,36
12/02/2020,9:00 PM,34,34,0,0,0,34
12/02/2020,9:15 PM,29,29,0,0,0,29
12/02/2020,9:30 PM,31,31,0,0,0,31
12/02/2020,9:45 PM,29,29,0,0,0,29
12/02/2020,10:00 PM,29,29,0,0,0,29
12/02/2020,10:15 PM,23,23,0,0,0,23
12/02/2020,10:30 PM,19,19,0,0,0,19
12/02/2020,10:45 PM,23,23,0,0,0,23
12/02/2020,11:00 PM,23,23,0,0,0,23
12/02/2020,11:15 PM,18,18,0,0,0,18
12/02/2020,11:30 PM,12,12,0,0,0,12
12/02/2020,11:45 PM,18,18,0,0,0,18
12/03/2020,12:00 AM,15,15,0,0,0,15
12/03/2020,12:15 AM,14,14,0,0,0,14
12/03/2020,12:30 AM,12,12,0,0,0,12
12/03/2020,12:45 AM,9,9,0,0,0,9
12/03/2020,1:00 AM,9,9,0,0,0,9
12/03/2020,1:15 AM,7,7,0,0,0,7
12/03/2020,1:30 AM,10,10,0,0,0,10
12/03/2020,1:45 AM,4,4,0,0,0,4
12/03/2020,2:00 AM,3,3,0,0,0,3
12/03/2020,2:15 AM,7,7,0,0,0,7
12/03/2020,2:30 AM,8,8,0,0,0,8
12/03/2020,2:45 AM,2,2,0,0,0,2
12/03/2020,3:00 AM,5,5,0,0,0,5
12/03/2020,3:15 AM,3,3,0,0,0,3
12/03/2020,3:30 AM,2,2,0,0,0,2
12/03/2020,3:45 AM,3,3,0,0,0,3
12/03/2020,4:00 AM,8,8,0,0,0,8
12/03/2020,4:15 AM,2,2,0,0,0,2
12/03/2020,4:30 AM,4,4,0,0,0,4
12/03/2020,4:45 AM,5,5,0,0,0,5
12/03/2020,5:00 AM,11,11,0,0,0,11
12/03/2020,5:15 AM,13,13,0,0,0,13
12/03/2020,5:30 AM,18,18,0,0,0,18
12/03/2020,5:45 AM,20,20,0,0,0,20
12/03/2020,6:00 AM,21,21,0,0,0,21
12/03/2020,6:15 AM,29,29,0,0,0,29
12/03/2020,6:30 AM,28,28,0,0,0,28
12/03/2020,6:45 AM,34,34,0,0,0,34
12/03/2020,7:00 AM,44,44,0,0,0,44
12/03/2020,7:15 AM,36,36,0,0,0,36
